px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-18.9097	-9.46165	4.92552	3.02873	-0.433652	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.270261
-19.1407	-9.42256	4.91898	3.00653	-0.430858	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.96561
-19.3843	-9.30649	4.93412	2.95077	-0.468402	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.98785
-19.6186	-9.23014	4.91837	2.91022	-0.494849	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.16989
-19.8682	-9.11008	4.94681	2.86002	-0.522104	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.3432
-20.1047	-9.00997	4.95592	2.82248	-0.533869	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.97621
-20.2876	-9.12674	4.83121	2.87563	-0.450733	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	14.9436
-20.5268	-9.08246	4.83728	2.86496	-0.43448	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.54178
-20.7471	-8.98913	4.83307	2.83246	-0.446398	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.708651
-20.9887	-8.90742	4.84586	2.80647	-0.452696	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.39081
-21.1865	-8.83848	4.8055	2.7872	-0.450192	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	1.47387
-21.4197	-8.74915	4.81144	2.76058	-0.458835	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.87699
-21.6153	-8.72138	4.7511	2.76127	-0.434834	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	2.1308
-21.8088	-8.57507	4.72332	2.70022	-0.496662	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	6.74416
-22.0123	-8.5003	4.69889	2.68599	-0.485837	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.372408
-22.2218	-8.39029	4.70851	2.66497	-0.475814	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.88875
-22.4504	-8.2967	4.72223	2.6503	-0.465598	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.09779
-22.6431	-8.17678	4.70435	2.6185	-0.480787	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	1.02582
-22.8727	-7.9493	4.80052	2.55688	-0.518266	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	5.44143
-23.0638	-7.79905	4.788	2.51068	-0.55763	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.70558
-23.2886	-7.62803	4.84201	2.47806	-0.560845	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.12063
-23.4874	-7.48852	4.85334	2.46639	-0.529856	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.63091
-23.6548	-7.34278	4.82693	2.43934	-0.531414	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.698864
-23.8448	-7.18395	4.83854	2.41755	-0.521355	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.889656
-24.0092	-7.08446	4.77408	2.40986	-0.504584	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.16172
-24.1766	-6.90253	4.77913	2.37192	-0.523544	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	1.97908
-24.3346	-6.65793	4.8329	2.31879	-0.549685	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	3.26209
-24.5017	-6.48163	4.83086	2.28645	-0.564387	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.50306
-24.6043	-6.33398	4.74978	2.25738	-0.568323	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	5.46281
-24.745	-6.14374	4.74754	2.2255	-0.572599	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.32742
-24.9252	-5.94445	4.78912	2.20367	-0.563977	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.58338
-25.0556	-5.74012	4.79217	2.17247	-0.564526	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.86768
-25.1891	-5.56588	4.76779	2.15119	-0.558344	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.357395
-25.3416	-5.38039	4.77485	2.14316	-0.524659	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.30169
-25.4836	-5.15996	4.80549	2.11654	-0.523899	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.5954
-25.6155	-4.98063	4.78785	2.11134	-0.486727	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.46254
-25.7301	-4.80398	4.75136	2.0924	-0.482488	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.600701
-25.851	-4.5985	4.75456	2.07422	-0.470492	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.258859
-25.961	-4.35997	4.78523	2.04361	-0.476766	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.513045
-26.0707	-4.14005	4.78871	2.00266	-0.51848	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	10.977
-26.1598	-3.86377	4.84883	1.96229	-0.531427	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	2.11044
-26.2342	-3.62823	4.84957	1.91346	-0.576746	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.58544
-26.2634	-3.36224	4.86436	1.86271	-0.598532	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.49805
-26.3129	-3.11926	4.86669	1.81773	-0.625605	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.603971
-26.3386	-2.88085	4.85375	1.77663	-0.636013	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.42209
-26.3963	-2.65342	4.84567	1.75298	-0.624152	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.3514
-26.4745	-2.48843	4.77169	1.7441	-0.604845	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.70694
-26.5293	-2.25311	4.77697	1.72616	-0.582474	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.945294
-26.5798	-2.05205	4.73927	1.70669	-0.574336	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.26622
-26.6105	-1.81496	4.74075	1.68604	-0.554785	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.98156
-26.6082	-1.56828	4.74653	1.64833	-0.564595	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.1255
-26.6057	-1.33587	4.73849	1.60697	-0.589268	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.71693
-26.6091	-1.10875	4.72582	1.57763	-0.589615	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0705321
-26.6381	-0.881862	4.71942	1.56182	-0.572651	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.15454
-26.6486	-0.635155	4.73643	1.53827	-0.566905	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.486612
-26.6361	-0.39377	4.74634	1.50114	-0.587551	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.24062
-26.5905	-0.109323	4.80574	1.46134	-0.595901	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.60652
-26.571	0.129165	4.80869	1.43209	-0.599954	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.75582
-26.5474	0.412733	4.86927	1.40656	-0.593256	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.79502
-26.5348	0.649868	4.86125	1.39631	-0.561044	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.7665
-26.5269	0.926357	4.90993	1.38216	-0.545396	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	3.18914
-26.489	1.18072	4.91891	1.37358	-0.50438	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.31068
-26.4316	1.42138	4.91964	1.34622	-0.506494	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.0574891
-26.393	1.64254	4.89021	1.33388	-0.483533	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.32956
-26.337	1.86029	4.86502	1.31026	-0.483718	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.283913
-26.2696	2.09156	4.86306	1.28304	-0.490197	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.198091
-26.2062	2.2929	4.82195	1.25946	-0.490369	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.769801
-26.1436	2.52182	4.81347	1.24832	-0.463955	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.890318
-26.0645	2.76193	4.82994	1.22607	-0.462585	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.116097
-25.9704	2.98484	4.83722	1.18707	-0.497117	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.78678
-25.87	3.25513	4.89906	1.16428	-0.493522	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.62271
-25.7874	3.48365	4.90064	1.14518	-0.488844	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.15734
-25.6811	3.68979	4.88182	1.11817	-0.491902	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.181969
-25.5645	3.89862	4.87461	1.08809	-0.500664	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.11329
-25.4959	4.08681	4.82444	1.07512	-0.48982	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.82213
-25.3726	4.29064	4.81953	1.04662	-0.495672	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.608527
-25.214	4.50516	4.84392	1.01147	-0.505507	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.98257
-25.0633	4.70251	4.83714	0.986743	-0.493097	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.9316
-24.9445	4.8982	4.82384	0.966721	-0.488769	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.454205
-24.7885	5.08982	4.82519	0.937135	-0.492457	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.29869
-24.6216	5.29897	4.85623	0.90882	-0.495331	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.896334
-24.4502	5.47721	4.86492	0.86693	-0.526036	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.960283
-24.2639	5.64993	4.86856	0.83051	-0.536236	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.23201
-24.0977	5.81336	4.86047	0.795161	-0.55387	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.24959
-23.9239	5.97501	4.85093	0.764979	-0.556728	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0602588
-23.7786	6.16232	4.82341	0.770628	-0.493507	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.69999
-23.6105	6.31914	4.80912	0.745656	-0.494295	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.11698
-23.4606	6.49536	4.7916	0.741314	-0.460687	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.91883
-23.2398	6.7059	4.87572	0.720069	-0.456188	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.21544
-23.0442	6.84935	4.86171	0.694958	-0.452102	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.57159
-22.8318	7.01843	4.89624	0.670369	-0.453147	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	1.04407
-22.6205	7.15336	4.90149	0.635504	-0.470927	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.48214
-22.4347	7.30024	4.89451	0.616183	-0.466782	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.295811
-22.2074	7.42449	4.92516	0.569015	-0.510731	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.56283
-22.0264	7.58673	4.93054	0.559519	-0.49407	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.1418
-21.8426	7.75475	4.92214	0.564311	-0.446352	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.85465
-21.6348	7.8977	4.93295	0.546535	-0.44135	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.112976
-21.4436	8.03322	4.91448	0.536378	-0.422759	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.67953
-21.2139	8.07786	4.86401	0.486661	-0.45362	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	4.37315
-21.0217	8.23312	4.84566	0.49952	-0.392099	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	6.65036
-20.8421	8.384	4.84276	0.498724	-0.372559	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	3.18406
-20.6029	8.49343	4.87735	0.466354	-0.397075	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	4.23943
-20.3564	8.62617	4.92454	0.449812	-0.392623	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.38009
-20.157	8.75833	4.8997	0.455869	-0.348182	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	2.0622
-19.9554	8.86247	4.87904	0.441208	-0.34572	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.609371
-19.7546	8.98484	4.85365	0.445173	-0.308125	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	1.69569
-19.5302	9.05835	4.83741	0.418835	-0.319769	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.589189
-19.2922	9.16438	4.86612	0.400794	-0.325324	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.34056
-19.0098	9.25034	4.92163	0.372834	-0.336654	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	5.89573
-18.7921	9.33565	4.90875	0.356246	-0.337708	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	1.6746
-18.5392	9.43521	4.9431	0.341734	-0.334685	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.775239
-18.2756	9.46521	4.96854	0.288774	-0.392003	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	5.77198
-17.9909	9.5891	5.05329	0.283113	-0.375945	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	3.69615
-17.7471	9.67798	5.04817	0.280833	-0.345295	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	2.89087
-17.4751	9.78496	5.10322	0.274464	-0.332814	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	1.51657
-17.229	9.85906	5.10919	0.259449	-0.332404	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.49477
-16.9597	9.98184	5.16673	0.262355	-0.310896	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	1.91516
-16.7067	10.0463	5.1707	0.245967	-0.312141	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.0835613
-16.458	10.156	5.19357	0.24853	-0.292784	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	1.52521
-16.2031	10.2215	5.2033	0.232445	-0.297814	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.594492
-15.9622	10.2538	5.17603	0.209192	-0.306905	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.403547
-15.7145	10.3188	5.16799	0.203242	-0.29117	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.283965
-15.4857	10.3207	5.11675	0.172788	-0.308486	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	1.4416
-15.1956	10.3397	5.17562	0.133946	-0.350259	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	8.01323
-14.9345	10.3969	5.19171	0.125344	-0.340623	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.334861
-14.6877	10.4353	5.15183	0.126011	-0.301534	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	6.44778
-14.4389	10.4068	5.12041	0.0891474	-0.325194	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	2.03363
-14.1783	10.4329	5.12421	0.0767455	-0.317823	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.602535
-13.8812	10.5756	5.21866	0.106693	-0.267074	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	8.26488
-13.6256	10.6378	5.20244	0.119512	-0.221396	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	2.33101
-13.3708	10.6399	5.18904	0.0981146	-0.232603	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.461344
-13.108	10.6661	5.19647	0.0866446	-0.23313	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.217956
-12.8526	10.7592	5.21542	0.102327	-0.20385	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	4.11611
-12.5885	10.8103	5.22168	0.106	-0.182888	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	1.5293
-12.3469	10.7813	5.18265	0.0766135	-0.204547	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	1.78826
-12.0888	10.8205	5.17649	0.0807532	-0.179716	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.740428
-11.8406	10.8836	5.17748	0.0882234	-0.162307	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	2.10604
-11.5653	10.9044	5.19789	0.0798469	-0.161691	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	2.66734
-11.3315	10.9209	5.16609	0.0711433	-0.162419	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.828699
-11.0679	10.8548	5.19359	0.00549263	-0.261245	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	9.63926
-10.7799	10.8263	5.22146	-0.018474	-0.272557	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	2.75557
-10.5237	10.8228	5.21544	-0.0303845	-0.26998	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.162377
-10.2873	10.8193	5.18693	-0.0415262	-0.26774	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	1.00245
-10.0357	10.8753	5.15278	-0.00920468	-0.189861	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	6.6698
-9.77695	10.9195	5.16411	-0.000781277	-0.170591	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	2.03348
-9.54044	10.9043	5.13068	-0.0124125	-0.17086	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	4.07267
-9.28167	10.9277	5.139	-0.0106309	-0.159861	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.66547
-9.0322	10.9111	5.12088	-0.0193566	-0.15471	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	2.72213
-8.77084	10.9392	5.1339	-0.0144484	-0.141334	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.97679
-8.52631	10.9	5.1108	-0.0331923	-0.151735	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	6.4968
-8.34693	10.8269	5.00431	-0.0652754	-0.177558	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	5.99882
-8.09325	10.8414	5.002	-0.0547943	-0.14638	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	1.49734
-7.77492	10.8766	5.09658	-0.0422571	-0.125182	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	4.63101
-7.51221	10.878	5.09644	-0.0344932	-0.0974594	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	2.16604
-7.24092	10.8626	5.11707	-0.0412587	-0.0994498	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.494862
-6.9988	10.898	5.08664	-0.0140952	-0.0438654	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015	4.17547
